,Year,Zip Code,Category,Measure,Data_Value_Type,Data_Value,Confidence Interval
19963,2019,01475,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,30.4,"(29.7, 31.1)"
19964,2020,01571,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,28.8,"(27.7, 30.1)"
19965,2020,01028,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,77.5,"(75.6, 79.3)"
19966,2020,02379,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,78.7,"(78.0, 79.3)"
19967,2020,01070,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,43.2,"(35.0, 52.2)"
19969,2020,02347,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,5.2,"(4.5, 6.0)"
19970,2020,01913,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,20.1,"(19.4, 20.8)"
19971,2020,02492,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,13.4,"(12.3, 14.8)"
19972,2020,01040,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,60.6,"(59.5, 61.8)"
19973,2020,02762,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,18.5,"(17.3, 19.6)"
19974,2019,02113,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,60.3,"(59.2, 61.3)"
19975,2019,01504,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,29.6,"(29.0, 30.2)"
19976,2020,01742,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,89.3,"(88.1, 90.3)"
19977,2019,01867,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,93.7,"(93.2, 94.2)"
19979,2020,01756,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.2,"(2.0, 2.3)"
19980,2020,01450,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,11.9,"(11.0, 12.8)"
19981,2020,01040,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,20.9,"(17.7, 24.2)"
19982,2020,01084,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,12.6,"(11.5, 13.7)"
19983,2020,02360,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,81.8,"(80.8, 82.9)"
19985,2019,02464,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,28.3,"(27.7, 28.8)"
19986,2020,02130,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,75.6,"(75.3, 75.9)"
19987,2020,01518,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,27.6,"(26.1, 28.9)"
19988,2019,02669,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,84.0,"(82.7, 85.2)"
19990,2020,01516,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,51.9,"(47.0, 56.5)"
19991,2020,02135,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,14.8,"(14.1, 15.6)"
19993,2020,02026,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,5.4,"(4.9, 5.9)"
19994,2020,01432,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.0,"(9.6, 10.6)"
19995,2020,01720,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,19.2,"(18.7, 19.8)"
19996,2019,01603,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,29.4,"(29.1, 29.6)"
19997,2020,01583,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,12.5,"(8.4, 17.2)"
19998,2019,01237,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,92.8,"(91.7, 93.6)"
19999,2020,02332,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,16.5,"(15.9, 17.2)"
20000,2020,02468,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,11.7,"(10.7, 13.3)"
20001,2020,01770,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.0,"(1.8, 2.3)"
20003,2020,01009,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,21.9,"(20.7, 23.2)"
20004,2020,01347,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,74.2,"(72.9, 75.4)"
20005,2020,02713,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,78.8,"(74.1, 82.3)"
20006,2020,02790,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,81.8,"(80.3, 83.1)"
20007,2020,02646,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,86.7,"(84.3, 88.6)"
20008,2020,01731,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,5.1,"(4.3, 5.9)"
20011,2019,02141,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,66.4,"(65.8, 66.9)"
20012,2019,02536,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,79.1,"(78.5, 79.6)"
20014,2020,02302,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,6.0,"(5.9, 6.1)"
20015,2020,02324,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,15.4,"(14.8, 16.0)"
20016,2020,01367,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,20.0,"(18.7, 21.4)"
20017,2020,01606,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,7.1,"(6.5, 7.8)"
20018,2020,02466,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,6.6,"(6.4, 6.9)"
20020,2020,01749,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,51.2,"(47.9, 54.6)"
20021,2020,01063,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,17.6,"(15.4, 21.1)"
20022,2020,02035,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,24.7,"(24.0, 25.5)"
20023,2020,01535,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,21.3,"(19.4, 23.4)"
20026,2019,02713,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,94.7,"(93.4, 95.8)"
20028,2019,02655,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,34.9,"(33.4, 36.4)"
20029,2020,02138,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,81.6,"(81.0, 82.1)"
20030,2020,01860,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,5.1,"(4.0, 6.2)"
20032,2019,01585,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,34.0,"(33.2, 34.8)"
20033,2019,01379,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,30.0,"(28.1, 31.7)"
20034,2020,01473,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,76.8,"(73.2, 80.2)"
20035,2020,02180,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,7.7,"(7.3, 8.0)"
20036,2019,01257,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,92.7,"(91.6, 93.6)"
20037,2020,01810,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,22.5,"(22.0, 23.0)"
20039,2020,02718,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,85.5,"(82.8, 88.2)"
20040,2020,02115,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,2.9,"(2.8, 2.9)"
20041,2020,01536,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.2,"(12.5, 14.0)"
20044,2020,01376,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,11.2,"(10.8, 11.7)"
20045,2020,01235,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,27.7,"(26.4, 29.0)"
20046,2020,01236,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,24.4,"(23.4, 25.4)"
20047,2020,02739,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,11.9,"(10.9, 13.1)"
20048,2020,02538,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,25.6,"(24.5, 26.6)"
20049,2020,01097,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,82.7,"(77.5, 87.1)"
20051,2020,02421,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,14.3,"(13.9, 14.7)"
20052,2020,01501,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,18.6,"(18.1, 19.1)"
20053,2020,02780,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,23.2,"(22.7, 23.6)"
20054,2019,01438,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,28.8,"(27.3, 30.1)"
20055,2019,01841,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,25.9,"(25.7, 26.2)"
20056,2020,02061,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,79.7,"(79.1, 80.2)"
20057,2020,02657,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,9.0,"(7.8, 10.3)"
20058,2019,01611,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,90.4,"(89.0, 91.6)"
20059,2020,02556,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,83.3,"(80.9, 85.0)"
20060,2020,02338,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,74.3,"(70.7, 77.7)"
20061,2020,01542,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.5,"(2.2, 2.7)"
20062,2019,01966,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,30.3,"(29.1, 31.6)"
20065,2020,01879,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.0,"(12.1, 13.9)"
20067,2019,01084,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,30.5,"(29.3, 31.6)"
20068,2020,01038,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,9.3,"(6.2, 12.9)"
20069,2020,02777,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,81.4,"(79.3, 83.4)"
20070,2020,02356,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,6.8,"(6.6, 7.0)"
20071,2020,01840,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,15.3,"(14.7, 15.9)"
20072,2020,01721,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,9.7,"(8.3, 11.3)"
20073,2020,02666,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,5.4,"(3.8, 7.3)"
20074,2020,01537,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,6.1,"(4.8, 7.9)"
20075,2020,01519,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,12.5,"(10.5, 14.9)"
20076,2020,01094,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,72.6,"(68.7, 76.4)"
20077,2020,01930,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.9,"(2.8, 3.0)"
20078,2020,02139,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,5.5,"(5.1, 6.0)"
20079,2020,02648,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,7.8,"(7.2, 8.4)"
20081,2019,02649,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,92.9,"(92.4, 93.4)"
20083,2020,01096,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.2,"(9.7, 10.8)"
20084,2020,02143,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,4.4,"(4.4, 4.5)"
20085,2020,01983,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,4.0,"(2.9, 5.4)"
20086,2020,01220,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,10.4,"(9.8, 11.1)"
20087,2020,01002,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,6.5,"(6.3, 6.8)"
20088,2020,01590,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,19.1,"(18.2, 20.0)"
20089,2020,01030,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,7.8,"(7.4, 8.2)"
20090,2020,01760,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,48.7,"(46.1, 51.1)"
20091,2020,01545,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,18.1,"(16.9, 19.3)"
20093,2020,02641,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,25.5,"(23.7, 27.4)"
20094,2020,01525,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,20.0,"(18.6, 21.4)"
20095,2020,02093,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,18.1,"(17.4, 18.9)"
20096,2020,01340,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,75.8,"(74.6, 77.0)"
20097,2020,02330,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,16.1,"(14.2, 18.0)"
20098,2020,02715,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,7.2,"(6.6, 7.9)"
20099,2020,01036,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,27.5,"(25.7, 29.1)"
20100,2019,01031,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,31.2,"(30.2, 32.3)"
20101,2020,02382,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,77.7,"(76.1, 79.3)"
20102,2020,02780,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,82.6,"(81.8, 83.5)"
20103,2020,01561,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,17.4,"(14.9, 20.3)"
20104,2019,01930,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,32.1,"(31.7, 32.5)"
20105,2020,01060,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,73.7,"(72.2, 75.2)"
20106,2020,01355,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,25.4,"(23.4, 27.4)"
20107,2020,02645,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,28.0,"(27.2, 28.9)"
20109,2020,02145,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,7.5,"(7.2, 7.8)"
20111,2020,01095,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,6.3,"(5.7, 6.9)"
20113,2020,01339,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,14.0,"(12.9, 15.1)"
20114,2019,02478,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,26.3,"(25.8, 26.7)"
20115,2020,01772,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,10.6,"(8.9, 12.4)"
20116,2020,02554,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,7.7,"(7.2, 8.1)"
20117,2020,02124,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.2,"(5.1, 5.3)"
20118,2020,02641,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,85.7,"(82.2, 88.8)"
20119,2019,01568,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,93.5,"(92.4, 94.4)"
20120,2020,01929,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,27.6,"(26.2, 28.9)"
20121,2020,01032,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,56.7,"(46.2, 66.6)"
20122,2020,02155,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,50.6,"(48.2, 52.9)"
20123,2020,02464,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,76.7,"(76.1, 77.3)"
20124,2020,02601,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,37.0,"(34.0, 40.1)"
20125,2019,02420,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,78.7,"(78.2, 79.1)"
20126,2020,01876,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,22.7,"(22.1, 23.3)"
20128,2020,01772,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,61.1,"(56.3, 65.1)"
20129,2019,01945,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,27.3,"(26.6, 28.0)"
20130,2020,02760,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,34.0,"(33.0, 34.9)"
20131,2020,01050,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,8.4,"(7.7, 9.1)"
20132,2020,01243,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,78.6,"(73.9, 83.0)"
20133,2020,02666,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,12.8,"(9.4, 16.7)"
20134,2020,01607,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,20.2,"(19.5, 20.9)"
20135,2020,02453,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,16.0,"(15.0, 16.8)"
20136,2020,02472,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,47.2,"(44.5, 50.0)"
20137,2020,01603,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,6.0,"(5.9, 6.2)"
20138,2020,01350,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,8.5,"(7.6, 9.4)"
20139,2019,01036,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,31.7,"(30.0, 33.3)"
20142,2019,02120,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,62.3,"(61.5, 63.0)"
20143,2020,01083,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,11.9,"(10.0, 14.1)"
20144,2019,01003,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,9.9,"(8.9, 11.1)"
20145,2020,02718,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,5.8,"(4.7, 6.9)"
20146,2019,01845,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,24.8,"(24.2, 25.3)"
20147,2020,02657,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,8.4,"(8.0, 8.9)"
20148,2020,01832,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,49.9,"(46.1, 53.7)"
20150,2019,01776,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,75.3,"(74.5, 75.9)"
20151,2020,01254,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,3.1,"(2.8, 3.4)"
20152,2020,02188,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,30.0,"(29.1, 30.9)"
20154,2019,01949,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,28.5,"(27.6, 29.5)"
20155,2020,01337,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,79.2,"(74.7, 83.1)"
20156,2020,02481,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,15.7,"(15.4, 16.1)"
20157,2020,01086,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,1.1,"(0.8, 1.2)"
20158,2020,02457,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,67.6,"(59.5, 74.6)"
20159,2020,01607,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,11.8,"(11.5, 12.2)"
20160,2020,01841,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,80.5,"(79.6, 81.3)"
20161,2020,02738,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,12.2,"(10.0, 14.8)"
20162,2020,02072,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,19.3,"(18.3, 20.2)"
20163,2020,01545,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,6.9,"(6.8, 7.1)"
20164,2019,02652,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,35.4,"(34.0, 36.7)"
20165,2020,02188,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,25.2,"(24.4, 26.0)"
20166,2020,01034,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,56.1,"(47.6, 64.2)"
20167,2020,02339,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,7.0,"(6.5, 7.5)"
20168,2020,01105,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,28.8,"(27.5, 30.0)"
20169,2020,02747,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,14.2,"(13.0, 15.4)"
20170,2020,02139,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,49.3,"(47.7, 50.8)"
20171,2020,01864,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,4.7,"(3.8, 5.6)"
20172,2020,01904,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.7,"(2.6, 2.8)"
20173,2020,01378,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,78.2,"(73.9, 82.0)"
20174,2020,02210,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,71.1,"(70.4, 71.9)"
20175,2020,01741,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,21.9,"(20.6, 23.6)"
20176,2020,01718,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,4.3,"(3.4, 5.6)"
20177,2020,01702,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,73.4,"(72.5, 74.2)"
20178,2020,01451,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,8.0,"(7.2, 8.9)"
20179,2020,01225,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,7.6,"(7.1, 8.0)"
20180,2020,01529,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,20.4,"(17.3, 23.4)"
20181,2020,02132,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,7.8,"(7.5, 8.0)"
20182,2020,02021,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,81.7,"(80.4, 82.8)"
20183,2020,02351,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,86.8,"(85.5, 88.1)"
20184,2019,02109,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,65.7,"(64.4, 66.8)"
20185,2020,02090,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,8.1,"(6.8, 9.6)"
20187,2020,01062,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.6,"(5.2, 6.1)"
20188,2020,01541,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,16.7,"(16.5, 17.1)"
20189,2020,02790,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.7,"(2.6, 2.9)"
20190,2020,01344,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,7.0,"(6.5, 7.4)"
20191,2020,01545,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,5.0,"(4.5, 5.6)"
20192,2020,01012,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.7,"(2.3, 3.1)"
20193,2020,02720,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,12.5,"(12.2, 12.7)"
20194,2020,01907,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,57.3,"(51.7, 61.8)"
20195,2020,02667,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,80.6,"(77.8, 83.0)"
20196,2020,01770,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,83.0,"(80.0, 85.0)"
20197,2020,02111,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,11.3,"(10.0, 12.6)"
20198,2020,02056,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,45.4,"(40.1, 50.7)"
20199,2020,01506,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,6.6,"(5.5, 7.7)"
20200,2020,02740,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,19.8,"(19.2, 20.4)"
20201,2019,01608,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,66.2,"(65.4, 66.8)"
20202,2020,01370,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.9,"(2.7, 3.1)"
20203,2020,02030,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.2,"(2.1, 2.4)"
20204,2019,02322,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,30.9,"(29.5, 32.1)"
20205,2020,01612,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,18.4,"(17.2, 19.8)"
20206,2019,02635,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,33.4,"(31.6, 35.3)"
20207,2020,01852,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,74.7,"(74.4, 75.0)"
20208,2020,02210,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,2.3,"(2.2, 2.5)"
